codigo_krona;descricao_krona;linha_krona;funcao_krona;aplicacao_krona;caracteristicas_tecnicas;normas_referencia;beneficios;descricao_matriz;linha_matriz;familia_krona;unidade_venda;tipo_embalagem;comprimento_matriz;altura_matriz;largura_matriz;quantidade_embalagem;ncm_krona;codigo_barras_produto;codigo_barras_embalagem;codigo_barras_reembalagem;descricao_normalizada;categoria_detectada;eh_tubo;diametro_mm;comprimento_detectado_m;comprimento_matriz_m;comprimento_final_m;diametro_final_mm
544;REGISTRO ESFERA SOLD - 50MM;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
*Matéria prima PVC - Policloreto de Vinila.
*Processo: Injeção.
*Pressão máxima de serviço: 7,5 Kgf/cm².";"* ABNT NBR 11306
*ABNT NBR 15704
* ABNT NBR 5626";"*Resistente a Corrosão, não enferruja.
*Fácil instalação e manutenção.
*Ergonômico e simples manejo.
*Seguro e vem com orientação de abre e
fecha na borboleta (Manípulo).";REGISTRO ESFERA SOLD - 50MM;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;115.0;109.0;70.0;3.0;8481.80.95;7897801301077;17897801301074;27897801301071;REGISTRO ESFERA SOLDAVEL - 50MM;REGISTRO;False;50.0;;0.115;0.115;50.0
545;REGISTRO ESFERA SOLD - 60MM;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
*Matéria prima PVC - Policloreto de Vinila.
*Processo: Injeção.
*Pressão máxima de serviço: 7,5 Kgf/cm².";"* ABNT NBR 11306
*ABNT NBR 15704
* ABNT NBR 5626";"*Resistente a Corrosão, não enferruja.
*Fácil instalação e manutenção.
*Ergonômico e simples manejo.
*Seguro e vem com orientação de abre e
fecha na borboleta (Manípulo).";REGISTRO ESFERA SOLD - 60MM;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;129.0;125.0;81.0;2.0;8481.80.95;7897801301084;17897801301081;27897801301088;REGISTRO ESFERA SOLDAVEL - 60MM;REGISTRO;False;60.0;;0.129;0.129;60.0
546;REGISTRO ESFERA SOLD - 75MM;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
*Matéria prima PVC - Policloreto de Vinila.
*Processo: Injeção.
*Pressão máxima de serviço: 7,5 Kgf/cm².";"* ABNT NBR 11306
*ABNT NBR 15704
* ABNT NBR 5626";"*Resistente a Corrosão, não enferruja.
*Fácil instalação e manutenção.
*Ergonômico e simples manejo.
*Seguro e vem com orientação de abre e
fecha na borboleta (Manípulo).";REGISTRO ESFERA SOLD - 75MM;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;180.0;115.0;165.0;2.0;8481.80.95;7897801312400;17897801312407;0;REGISTRO ESFERA SOLDAVEL - 75MM;REGISTRO;False;75.0;;0.18;0.18;75.0
547;REGISTRO ESFERA SOLD - 85MM;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
*Matéria prima PVC - Policloreto de Vinila.
*Processo: Injeção.
*Pressão máxima de serviço: 7,5 Kgf/cm².";"* ABNT NBR 11306
*ABNT NBR 15704
* ABNT NBR 5626";"*Resistente a Corrosão, não enferruja.
*Fácil instalação e manutenção.
*Ergonômico e simples manejo.
*Seguro e vem com orientação de abre e
fecha na borboleta (Manípulo).";REGISTRO ESFERA SOLD - 85MM;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;205.0;130.0;180.0;2.0;8481.80.95;7897801312417;17897801312414;0;REGISTRO ESFERA SOLDAVEL - 85MM;REGISTRO;False;85.0;;0.205;0.205;85.0
548;REGISTRO ESFERA SOLD - 110MM;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
*Matéria prima PVC - Policloreto de Vinila.
*Processo: Injeção.
*Pressão máxima de serviço: 7,5 Kgf/cm².";"* ABNT NBR 11306
*ABNT NBR 15704
* ABNT NBR 5626";"*Resistente a Corrosão, não enferruja.
*Fácil instalação e manutenção.
*Ergonômico e simples manejo.
*Seguro e vem com orientação de abre e
fecha na borboleta (Manípulo).";REGISTRO ESFERA SOLD - 110MM;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;235.0;160.0;210.0;1.0;8481.80.95;7897801313858;17897801313855;0;REGISTRO ESFERA SOLDAVEL - 110MM;REGISTRO;False;110.0;;0.235;0.235;110.0
551;REGISTRO ESFERA ROSCAVEL - 1/2;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 1/2;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;66.0;58.0;33.0;6.0;8481.80.95;7897801301039;17897801301036;27897801301033;REGISTRO ESFERA ROSCAVEL - 1 2;REGISTRO;False;;;0.066;0.066;
552;REGISTRO ESFERA ROSCAVEL - 3/4;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 3/4;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;66.0;65.0;38.0;6.0;8481.80.95;7897801301046;17897801301043;27897801301040;REGISTRO ESFERA ROSCAVEL - 3 4;REGISTRO;False;;;0.066;0.066;
553;REGISTRO ESFERA ROSCAVEL - 1;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 1;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;82.0;80.0;47.0;2.0;8481.80.95;7897801301053;17897801301050;27897801301057;REGISTRO ESFERA ROSCAVEL - 1;REGISTRO;False;;;0.082;0.082;
554;REGISTRO ESFERA ROSCAVEL - 1.1/4;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 1.1/4;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;111.0;70.0;95.0;3.0;8481.80.95;7897801301091;17897801301098;27897801301095;REGISTRO ESFERA ROSCAVEL - 1.1 4;REGISTRO;False;;;0.111;0.111;
555;REGISTRO ESFERA ROSCAVEL - 1.1/2;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 1.1/2;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;115.0;109.0;70.0;3.0;8481.80.95;7897801301107;17897801301104;27897801301101;REGISTRO ESFERA ROSCAVEL - 1.1 2;REGISTRO;False;;;0.115;0.115;
556;REGISTRO ESFERA ROSCAVEL - 2;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 2;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;140.0;80.0;125.0;2.0;8481.80.95;7897801301114;17897801301111;27897801301118;REGISTRO ESFERA ROSCAVEL - 2;REGISTRO;False;;;0.14;0.14;
557;REGISTRO ESFERA ROSCAVEL - 2.1/2;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 2.1/2;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;180.0;115.0;165.0;2.0;8481.80.95;7897801312431;17897801312438;0;REGISTRO ESFERA ROSCAVEL - 2.1 2;REGISTRO;False;;;0.18;0.18;
558;REGISTRO ESFERA ROSCAVEL - 3;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 3;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;205.0;130.0;180.0;2.0;8481.80.95;7897801312448;17897801312445;0;REGISTRO ESFERA ROSCAVEL - 3;REGISTRO;False;;;0.205;0.205;
559;REGISTRO ESFERA ROSCAVEL - 4;REGISTROS ESFERA COMPACTO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizado em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"*Temperatura máxima de serviço 25°C.
* Matéria prima PVC – Policloreto de Vinila.
* Processo: Injeção.
* Pressão máxima de serviço: 7,5Kgf/cm².";"* ABNT NBR 11306
* ABNT NBR 15704
* ABNT NBR 5626";"* Resistente a corrosão, não enferruja.
* Fácil instalação e manutenção.
* Ergonômico e Simples Manejo.
* Seguro e vem com orientação de abre e
fecha na borboleta (volante).";REGISTRO ESFERA ROSCAVEL - 4;REGISTROS ESFERA COMPACTO;AF;PC;Sacos;235.0;160.0;210.0;1.0;8481.80.95;7897801312455;17897801312452;0;REGISTRO ESFERA ROSCAVEL - 4;REGISTRO;False;;;0.235;0.235;
561;REGISTRO ESF.SOLD.C/ UNIAO - 20MM;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"* Resistente a Corrosão, não enferruja.
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.SOLD.C/ UNIAO - 20MM;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;75.0;48.5;75.0;10.0;8481.80.95;7897801302296;17897801302293;47897801302294;REGISTRO ESF.SOLDAVEL.C UNIAO - 20MM;REGISTRO;False;20.0;;0.075;0.075;20.0
562;REGISTRO ESF.SOLD.C/ UNIAO - 25MM;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"* Resistente a Corrosão, não enferruja.
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.SOLD.C/ UNIAO - 25MM;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;87.0;58.0;85.0;10.0;8481.80.95;7897801302289;17897801302286;47897801302287;REGISTRO ESF.SOLDAVEL.C UNIAO - 25MM;REGISTRO;False;25.0;;0.087;0.087;25.0
563;REGISTRO ESF.SOLD.C/ UNIAO - 32MM;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"* Resistente a Corrosão, não enferruja.
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.SOLD.C/ UNIAO - 32MM;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;99.5;66.0;96.5;5.0;8481.80.95;7897801302760;17897801302767;47897801302768;REGISTRO ESF.SOLDAVEL.C UNIAO - 32MM;REGISTRO;False;32.0;;0.0995;0.0995;32.0
564;REGISTRO ESF.SOLD.C/ UNIAO - 40MM;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"* Resistente a Corrosão, não enferruja.
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.SOLD.C/ UNIAO - 40MM;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;110.0;114.0;110.0;5.0;8481.80.95;7897801306041;17897801306048;47897801306049;REGISTRO ESF.SOLDAVEL.C UNIAO - 40MM;REGISTRO;False;40.0;;0.11;0.11;40.0
565;REGISTRO ESF.SOLD.C/ UNIAO - 50MM;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"* Resistente a Corrosão, não enferruja.
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.SOLD.C/ UNIAO - 50MM;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;132.5;92.0;134.5;2.0;8481.80.95;7897801302319;17897801302316;47897801302317;REGISTRO ESF.SOLDAVEL.C UNIAO - 50MM;REGISTRO;False;50.0;;0.1325;0.1325;50.0
566;REGISTRO ESF.SOLD.C/ UNIAO - 60MM;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"* Resistente a Corrosão, não enferruja.
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.SOLD.C/ UNIAO - 60MM;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;154.0;161.0;154.0;2.0;8481.80.95;7897801306065;17897801306062;47897801306063;REGISTRO ESF.SOLDAVEL.C UNIAO - 60MM;REGISTRO;False;60.0;;0.154;0.154;60.0
567;REGISTRO PRESSAO SOLDAVEL BRANCO - 20MM;REGISTROS PRESSAO;;;;;;REGISTRO PRESSAO SOLDAVEL BRANCO - 20MM;REGISTROS PRESSAO;AF;PC;Sacos;90.0;50.0;60.0;5.0;8481.80.95;7897801317245;17897801317242;27897801317249;REGISTRO PRESSAO SOLDAVEL BRANCO - 20MM;REGISTRO;False;20.0;;0.09;0.09;20.0
568;REGISTRO PRESSAO SOLDAVEL BRANCO - 25MM;REGISTROS PRESSAO;;;;;;REGISTRO PRESSAO SOLDAVEL BRANCO - 25MM;REGISTROS PRESSAO;AF;PC;Sacos;90.0;50.0;60.0;5.0;8481.80.95;7897801317252;17897801317259;27897801317256;REGISTRO PRESSAO SOLDAVEL BRANCO - 25MM;REGISTRO;False;25.0;;0.09;0.09;25.0
569;REPARO P/REGISTRO PRESSAO BRANCO;REGISTROS PRESSAO;;;;;;REPARO P/REGISTRO PRESSAO BRANCO;REGISTROS PRESSAO;AF;PC;Sacos;75.0;50.0;50.0;5.0;8481.80.95;7897801317269;17897801317266;27897801317263;REPARO P REGISTRO PRESSAO BRANCO;REGISTRO;False;;;0.075;0.075;
570;REGISTRO ESF.ROSC.C/ UNIAO - 1/2;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"*Resistente a Corrosão, não enferruja
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.ROSC.C/ UNIAO - 1/2;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;75.0;48.5;75.0;10.0;8481.80.95;7897801302302;17897801302309;47897801302300;REGISTRO ESF.ROSCAVEL.C UNIAO - 1 2;REGISTRO;False;;;0.075;0.075;
571;REGISTRO ESF.ROSC.C/ UNIAO - 3/4;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"*Resistente a Corrosão, não enferruja
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.ROSC.C/ UNIAO - 3/4;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;87.0;58.0;85.0;10.0;8481.80.95;7897801302272;17897801302279;47897801302270;REGISTRO ESF.ROSCAVEL.C UNIAO - 3 4;REGISTRO;False;;;0.087;0.087;
572;REGISTRO ESF.ROSC.C/ UNIAO - 1;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"*Resistente a Corrosão, não enferruja
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.ROSC.C/ UNIAO - 1;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;99.5;66.0;96.5;5.0;8481.80.95;7897801302777;17897801302774;47897801302775;REGISTRO ESF.ROSCAVEL.C UNIAO - 1;REGISTRO;False;;;0.0995;0.0995;
573;REGISTRO ESF.ROSC.C/ UNIAO - 1 1/4;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"*Resistente a Corrosão, não enferruja
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.ROSC.C/ UNIAO - 1 1/4;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;110.0;114.0;110.0;5.0;8481.80.95;7897801306058;17897801306055;47897801306056;REGISTRO ESF.ROSCAVEL.C UNIAO - 1 1 4;REGISTRO;False;;;0.11;0.11;
574;REGISTRO ESF.ROSC.C/ UNIAO - 1.1/2;REGISTROS ESFERA C/UNIAO;Controlar a passagem do líquido pela tubulação, e assim, permitir intervenção para manutenção do trecho hidráulico.;Utilizada em instalação hidráulica residencial, comercial e industrial aparente. Por exemplo: Barrilete de edificação, piscina, banheira de hidromassagem, sauna, ou qualquer outro projeto de infraestrutura hidráulica na condução de água fria potável.;"* Matéria Prima PVC (Policloreto de Vinila)
*Processo: Injeção
*Temperatura Nominal: 25 ͦC
*Pressão Nominal: 7,5 kgf/cm²";"* ABNT NBR 11306
*ABNT NBR 15704
*ABNT NBR 5626";"*Resistente a Corrosão, não enferruja
*Fácil manutenção, registro desmontável
*Simples Manejo, apenas ¼ de volta.";REGISTRO ESF.ROSC.C/ UNIAO - 1.1/2;REGISTROS ESFERA C/UNIAO;AF;PC;Sacos;132.5;92.0;134.5;2.0;8481.80.95;7897801302326;17897801302323;47897801302324;REGISTRO ESF.ROSCAVEL.C UNIAO - 1.1 2;REGISTRO;False;;;0.1325;0.1325;
